name,url,country,lastrevid
Miroslav Tetter,https://en.wikipedia.org/wiki/Miroslav_Tetter,Czechia,1208274112.0
"Leopold, Count von Thun und Hohenstein","https://en.wikipedia.org/wiki/Leopold,_Count_von_Thun_und_Hohenstein",Czechia,1215186791.0
Tomáš Vandas,https://en.wikipedia.org/wiki/Tomáš_Vandas,Czechia,1243347736.0
Jiří Ventruba,https://en.wikipedia.org/wiki/Jiří_Ventruba,Czechia,1179850177.0
Jan Vrba (politician),https://en.wikipedia.org/wiki/Jan_Vrba_(politician),Czechia,1149096884.0
Stanislav Žalud,https://en.wikipedia.org/wiki/Stanislav_Žalud,Czechia,1186170185.0
Moussa Ali Abdoulkader,https://en.wikipedia.org/wiki/Moussa_Ali_Abdoulkader,Djibouti,1237461240.0
Djama Ali Moussa,https://en.wikipedia.org/wiki/Djama_Ali_Moussa,Djibouti,1242429887.0
Choukri Djibah,https://en.wikipedia.org/wiki/Choukri_Djibah,Djibouti,1210382017.0
Omar Farah Iltireh,https://en.wikipedia.org/wiki/Omar_Farah_Iltireh,Djibouti,1188245774.0
Daher Ahmed Farah,https://en.wikipedia.org/wiki/Daher_Ahmed_Farah,Djibouti,1227261426.0
Ahmed Goumane-Roble,https://en.wikipedia.org/wiki/Ahmed_Goumane-Roble,Djibouti,1249145342.0
Halo Mohamed Ibrahim,https://en.wikipedia.org/wiki/Halo_Mohamed_Ibrahim,Djibouti,1242619858.0
Barkat Gourad Hamadou,https://en.wikipedia.org/wiki/Barkat_Gourad_Hamadou,Djibouti,1245230730.0
Mahmoud Harbi,https://en.wikipedia.org/wiki/Mahmoud_Harbi,Djibouti,1244367159.0
Abdallah Barkat Ibrahim,https://en.wikipedia.org/wiki/Abdallah_Barkat_Ibrahim,Djibouti,1242619513.0
Mohamed Kamil,https://en.wikipedia.org/wiki/Mohamed_Kamil,Djibouti,1227261336.0
Mahamoud Moustapha Daher,https://en.wikipedia.org/wiki/Mahamoud_Moustapha_Daher,Djibouti,1242620013.0
Ahmed-Idriss Moussa,https://en.wikipedia.org/wiki/Ahmed-Idriss_Moussa,Djibouti,1227261395.0
Omar Osman Rabe,https://en.wikipedia.org/wiki/Omar_Osman_Rabe,Djibouti,1192322872.0
Mohamed Warsama Ragueh,https://en.wikipedia.org/wiki/Mohamed_Warsama_Ragueh,Djibouti,1180804922.0
President of the Dominican Republic,https://en.wikipedia.org/wiki/President_of_the_Dominican_Republic,Dominican Republic,1246219040.0
Johnny Abbes,https://en.wikipedia.org/wiki/Johnny_Abbes,Dominican Republic,1237096837.0
José Rafael Abinader,https://en.wikipedia.org/wiki/José_Rafael_Abinader,Dominican Republic,1246218847.0
Yamil Abreu Navarro,https://en.wikipedia.org/wiki/Yamil_Abreu_Navarro,Dominican Republic,1186292250.0
Roberto Álvarez Gil,https://en.wikipedia.org/wiki/Roberto_Álvarez_Gil,Dominican Republic,1243351560.0
Casimiro Antonio Marte Familia,https://en.wikipedia.org/wiki/Casimiro_Antonio_Marte_Familia,Dominican Republic,1246218553.0
Ramón Marrero Aristy,https://en.wikipedia.org/wiki/Ramón_Marrero_Aristy,Dominican Republic,1196178615.0
José María Cabral y Báez,https://en.wikipedia.org/wiki/José_María_Cabral_y_Báez,Dominican Republic,1246218215.0
José María Caminero,https://en.wikipedia.org/wiki/José_María_Caminero,Dominican Republic,1249249650.0
Miguel Cocco,https://en.wikipedia.org/wiki/Miguel_Cocco,Dominican Republic,1225782262.0
Ramón Tapia Espinal,https://en.wikipedia.org/wiki/Ramón_Tapia_Espinal,Dominican Republic,1146487630.0
Viriato Fiallo,https://en.wikipedia.org/wiki/Viriato_Fiallo,Dominican Republic,1212880453.0
Franklin Franco,https://en.wikipedia.org/wiki/Franklin_Franco,Dominican Republic,1145626271.0
José Gabriel García,https://en.wikipedia.org/wiki/José_Gabriel_García,Dominican Republic,1239572304.0
Rosa Gómez de Mejía,https://en.wikipedia.org/wiki/Rosa_Gómez_de_Mejía,Dominican Republic,1246218785.0
Maximiliano Gómez,https://en.wikipedia.org/wiki/Maximiliano_Gómez,Dominican Republic,1130694664.0
Juan Isidro Jimenes Grullón,https://en.wikipedia.org/wiki/Juan_Isidro_Jimenes_Grullón,Dominican Republic,1244792376.0
Isabel Mayer,https://en.wikipedia.org/wiki/Isabel_Mayer,Dominican Republic,1246218881.0
Valentin Medrano Pérez,https://en.wikipedia.org/wiki/Valentin_Medrano_Pérez,Dominican Republic,1243880685.0
Miguel Mejía (politician),https://en.wikipedia.org/wiki/Miguel_Mejía_(politician),Dominican Republic,957199596.0
Matías Ramón Mella,https://en.wikipedia.org/wiki/Matías_Ramón_Mella,Dominican Republic,1246218102.0
Guillermo Moreno García,https://en.wikipedia.org/wiki/Guillermo_Moreno_García,Dominican Republic,1203520512.0
Juan Vicente Moscoso,https://en.wikipedia.org/wiki/Juan_Vicente_Moscoso,Dominican Republic,1245769154.0
José Ignacio Paliza,https://en.wikipedia.org/wiki/José_Ignacio_Paliza,Dominican Republic,1246218251.0
Porfirio Andrés Bautista García,https://en.wikipedia.org/wiki/Porfirio_Andrés_Bautista_García,Dominican Republic,1246218772.0
Emilio Prud'Homme,https://en.wikipedia.org/wiki/Emilio_Prud'Homme,Dominican Republic,1211467310.0
Ramón Antonio Ramírez,https://en.wikipedia.org/wiki/Ramón_Antonio_Ramírez,Dominican Republic,1223123873.0
Roberto Salcedo Sr.,https://en.wikipedia.org/wiki/Roberto_Salcedo_Sr.,Dominican Republic,993659584.0
Juan Sánchez Ramírez,https://en.wikipedia.org/wiki/Juan_Sánchez_Ramírez,Dominican Republic,1247189451.0
Francisco del Rosario Sánchez,https://en.wikipedia.org/wiki/Francisco_del_Rosario_Sánchez,Dominican Republic,1246219145.0
Julián Serulle,https://en.wikipedia.org/wiki/Julián_Serulle,Dominican Republic,1225691930.0
Josefina Stubbs,https://en.wikipedia.org/wiki/Josefina_Stubbs,Dominican Republic,1088363736.0
Tomás Pimentel,https://en.wikipedia.org/wiki/Tomás_Pimentel,Dominican Republic,
Jack Veneno,https://en.wikipedia.org/wiki/Jack_Veneno,Dominican Republic,1246218392.0
Geovanny Vicente,https://en.wikipedia.org/wiki/Geovanny_Vicente,Dominican Republic,1242935342.0
Abelardo Vicioso,https://en.wikipedia.org/wiki/Abelardo_Vicioso,Dominican Republic,1217485696.0
Elías Wessin y Wessin,https://en.wikipedia.org/wiki/Elías_Wessin_y_Wessin,Dominican Republic,1247954393.0
Jorge Radhamés Zorrilla Ozuna,https://en.wikipedia.org/wiki/Jorge_Radhamés_Zorrilla_Ozuna,Dominican Republic,1196364434.0
Aliança de Araújo,https://en.wikipedia.org/wiki/Aliança_de_Araújo,Timor Leste,1200126483.0
Manuel Carrascalão,https://en.wikipedia.org/wiki/Manuel_Carrascalão,Timor Leste,1209003568.0
Brigida Antónia Correia,https://en.wikipedia.org/wiki/Brigida_Antónia_Correia,Timor Leste,1215933839.0
Isabel da Costa Ferreira,https://en.wikipedia.org/wiki/Isabel_da_Costa_Ferreira,Timor Leste,1246452294.0
Albina Marçal Freitas,https://en.wikipedia.org/wiki/Albina_Marçal_Freitas,Timor Leste,1112274488.0
Ángela Freitas,https://en.wikipedia.org/wiki/Ángela_Freitas,Timor Leste,1146093179.0
Justino Mota,https://en.wikipedia.org/wiki/Justino_Mota,Timor Leste,1244598725.0
Olinda Morais,https://en.wikipedia.org/wiki/Olinda_Morais,Timor Leste,1009671491.0
Manuel Magalhaes de Oliveira,https://en.wikipedia.org/wiki/Manuel_Magalhaes_de_Oliveira,Timor Leste,1195585917.0
Alfredo Pires,https://en.wikipedia.org/wiki/Alfredo_Pires,Timor Leste,1242893918.0
Nino Konis Santana,https://en.wikipedia.org/wiki/Nino_Konis_Santana,Timor Leste,1226226208.0
José Abílio Osório Soares,https://en.wikipedia.org/wiki/José_Abílio_Osório_Soares,Timor Leste,1244452248.0
João da Costa Tavares,https://en.wikipedia.org/wiki/João_da_Costa_Tavares,Timor Leste,1171957107.0
Mário Viegas Carrascalão,https://en.wikipedia.org/wiki/Mário_Viegas_Carrascalão,Timor Leste,1245418200.0
Maria Terezinha Viegas,https://en.wikipedia.org/wiki/Maria_Terezinha_Viegas,Timor Leste,1235479870.0
Luzmila Abad,https://en.wikipedia.org/wiki/Luzmila_Abad,Ecuador,1244503818.0
Julio Martinez Acosta,https://en.wikipedia.org/wiki/Julio_Martinez_Acosta,Ecuador,1197437642.0
Carlos Arizaga Toral,https://en.wikipedia.org/wiki/Carlos_Arizaga_Toral,Ecuador,1209006227.0
Aurora Estrada y Ayala,https://en.wikipedia.org/wiki/Aurora_Estrada_y_Ayala,Ecuador,1216930716.0
Fernando Balda,https://en.wikipedia.org/wiki/Fernando_Balda,Ecuador,1228185867.0
María Sol Corral,https://en.wikipedia.org/wiki/María_Sol_Corral,Ecuador,1244050054.0
Jaime Durán Barba,https://en.wikipedia.org/wiki/Jaime_Durán_Barba,Ecuador,1247684886.0
Xavier Enderica,https://en.wikipedia.org/wiki/Xavier_Enderica,Ecuador,1231714844.0
Isabel Enriquez,https://en.wikipedia.org/wiki/Isabel_Enriquez,Ecuador,1244754119.0
Ibeth Estupiñán,https://en.wikipedia.org/wiki/Ibeth_Estupiñán,Ecuador,1197438913.0
Guillermo Franco (Ecuadorian general),https://en.wikipedia.org/wiki/Guillermo_Franco_(Ecuadorian_general),Ecuador,1217991983.0
Galo Lara,https://en.wikipedia.org/wiki/Galo_Lara,Ecuador,1227282963.0
Andrea González Náder,https://en.wikipedia.org/wiki/Andrea_González_Náder,Ecuador,1237644052.0
Pablo Guerrero Martinez,https://en.wikipedia.org/wiki/Pablo_Guerrero_Martinez,Ecuador,1197438720.0
Agustín Intriago,https://en.wikipedia.org/wiki/Agustín_Intriago,Ecuador,1246861962.0
Jaminton Intriago,https://en.wikipedia.org/wiki/Jaminton_Intriago,Ecuador,1248108232.0
Roberto Izurieta,https://en.wikipedia.org/wiki/Roberto_Izurieta,Ecuador,1247633454.0
Marcel Jacobo Laniado de Wind,https://en.wikipedia.org/wiki/Marcel_Jacobo_Laniado_de_Wind,Ecuador,1244463510.0
Luis A. Martínez,https://en.wikipedia.org/wiki/Luis_A._Martínez,Ecuador,1230753198.0
Pedro Moncayo,https://en.wikipedia.org/wiki/Pedro_Moncayo,Ecuador,1220668792.0
Mayra Montaño,https://en.wikipedia.org/wiki/Mayra_Montaño,Ecuador,1231714830.0
Fabrizio Moreira,https://en.wikipedia.org/wiki/Fabrizio_Moreira,Ecuador,1216179522.0
Diego Morejón,https://en.wikipedia.org/wiki/Diego_Morejón,Ecuador,1203541349.0
Catalina Ontaneda,https://en.wikipedia.org/wiki/Catalina_Ontaneda,Ecuador,1235477428.0
Johanna Ortiz,https://en.wikipedia.org/wiki/Johanna_Ortiz,Ecuador,1197439260.0
Mónica Palencia,https://en.wikipedia.org/wiki/Mónica_Palencia,Ecuador,1246133526.0
Ismael Pérez Pazmiño,https://en.wikipedia.org/wiki/Ismael_Pérez_Pazmiño,Ecuador,1246458509.0
Filoteo Samaniego,https://en.wikipedia.org/wiki/Filoteo_Samaniego,Ecuador,1228185877.0
Gabriela Sommerfeld,https://en.wikipedia.org/wiki/Gabriela_Sommerfeld,Ecuador,1225405935.0
Arianna Tanca,https://en.wikipedia.org/wiki/Arianna_Tanca,Ecuador,1225861640.0
Alfredo Vera Vera,https://en.wikipedia.org/wiki/Alfredo_Vera_Vera,Ecuador,1225834159.0
Paola Vintimilla,https://en.wikipedia.org/wiki/Paola_Vintimilla,Ecuador,1215715521.0
Mariana Yumbay,https://en.wikipedia.org/wiki/Mariana_Yumbay,Ecuador,1244174358.0
Ahmad Pasha al-Munkali,https://en.wikipedia.org/wiki/Ahmad_Pasha_al-Munkali,Egypt,1216528648.0
Ahmed Issa (Egyptian politician),https://en.wikipedia.org/wiki/Ahmed_Issa_(Egyptian_politician),Egypt,1212669631.0
Hamdi al-Sayyid,https://en.wikipedia.org/wiki/Hamdi_al-Sayyid,Egypt,1214462628.0
Mohsen Badawi,https://en.wikipedia.org/wiki/Mohsen_Badawi,Egypt,1226333719.0
Abdelfattah al-Banna,https://en.wikipedia.org/wiki/Abdelfattah_al-Banna,Egypt,1221423218.0
Joseph Cattaui,https://en.wikipedia.org/wiki/Joseph_Cattaui,Egypt,1250093996.0
Khaled Dawoud,https://en.wikipedia.org/wiki/Khaled_Dawoud,Egypt,1238466466.0
Nabil Dibis,https://en.wikipedia.org/wiki/Nabil_Dibis,Egypt,1169476396.0
Ahmed Emad El-Din Radi,https://en.wikipedia.org/wiki/Ahmed_Emad_El-Din_Radi,Egypt,1190632866.0
Sameh Seif El-Yazal,https://en.wikipedia.org/wiki/Sameh_Seif_El-Yazal,Egypt,1179919329.0
Ibrahim El-Gohary,https://en.wikipedia.org/wiki/Ibrahim_El-Gohary,Egypt,1221932048.0
Mamdouh Habib,https://en.wikipedia.org/wiki/Mamdouh_Habib,Egypt,1245969900.0
Rafik Habib,https://en.wikipedia.org/wiki/Rafik_Habib,Egypt,1112390859.0
Hisham Amna,https://en.wikipedia.org/wiki/Hisham_Amna,Egypt,1161616362.0
Mohamed Ismail,https://en.wikipedia.org/wiki/Mohamed_Ismail,Egypt,1214429734.0
Khaled Aly el-Bakly,https://en.wikipedia.org/wiki/Khaled_Aly_el-Bakly,Egypt,1221811539.0
Mostafa Madbouly,https://en.wikipedia.org/wiki/Mostafa_Madbouly,Egypt,1248662813.0
Mahmoud Ahmad Ibiary,https://en.wikipedia.org/wiki/Mahmoud_Ahmad_Ibiary,Egypt,1183781331.0
Mahmoud Esmat,https://en.wikipedia.org/wiki/Mahmoud_Esmat,Egypt,1164899761.0
Mona Makram-Ebeid,https://en.wikipedia.org/wiki/Mona_Makram-Ebeid,Egypt,1184351418.0
Gawdat al-Malt,https://en.wikipedia.org/wiki/Gawdat_al-Malt,Egypt,1197821084.0
Ahmad Mazlum,https://en.wikipedia.org/wiki/Ahmad_Mazlum,Egypt,1204273685.0
George Messiha,https://en.wikipedia.org/wiki/George_Messiha,Egypt,1065964569.0
Mohamed Maait,https://en.wikipedia.org/wiki/Mohamed_Maait,Egypt,1232708705.0
Mostafa Alnagar,https://en.wikipedia.org/wiki/Mostafa_Alnagar,Egypt,1232632742.0
Omar Marwan,https://en.wikipedia.org/wiki/Omar_Marwan,Egypt,1232585318.0
Qatawi family,https://en.wikipedia.org/wiki/Qatawi_family,Egypt,1231696068.0
Diaa Rashwan,https://en.wikipedia.org/wiki/Diaa_Rashwan,Egypt,1236697683.0
Talaat Sadat,https://en.wikipedia.org/wiki/Talaat_Sadat,Egypt,1203826601.0
Soares family,https://en.wikipedia.org/wiki/Soares_family,Egypt,1249966412.0
Soha Gendi,https://en.wikipedia.org/wiki/Soha_Gendi,Egypt,1221811571.0
Youssef Zulficar Pasha,https://en.wikipedia.org/wiki/Youssef_Zulficar_Pasha,Egypt,1241283836.0
Abdullah Omran Taryam,https://en.wikipedia.org/wiki/Abdullah_Omran_Taryam,United Arab Emirates,1198632236.0
Ahmed bin Mohammed Al Maktoum,https://en.wikipedia.org/wiki/Ahmed_bin_Mohammed_Al_Maktoum,United Arab Emirates,1233798238.0
Mohamed bin Hadi Al Hussaini,https://en.wikipedia.org/wiki/Mohamed_bin_Hadi_Al_Hussaini,United Arab Emirates,1244074611.0
Hassan al Diqqi,https://en.wikipedia.org/wiki/Hassan_al_Diqqi,United Arab Emirates,1197455262.0
Ahmed bin Rashid Al Maktoum,https://en.wikipedia.org/wiki/Ahmed_bin_Rashid_Al_Maktoum,United Arab Emirates,1233797941.0
Ahmed bin Saeed Al Maktoum,https://en.wikipedia.org/wiki/Ahmed_bin_Saeed_Al_Maktoum,United Arab Emirates,1248018288.0
Mohammed bin Khalifa Al Maktoum,https://en.wikipedia.org/wiki/Mohammed_bin_Khalifa_Al_Maktoum,United Arab Emirates,1174785297.0
Saeed bin Maktoum bin Hasher Al Maktoum,https://en.wikipedia.org/wiki/Saeed_bin_Maktoum_bin_Hasher_Al_Maktoum,United Arab Emirates,1235793193.0
Hawaa Al Mansoori,https://en.wikipedia.org/wiki/Hawaa_Al_Mansoori,United Arab Emirates,1234875531.0
Mohammed bin Saud Al Qasimi,https://en.wikipedia.org/wiki/Mohammed_bin_Saud_Al_Qasimi,United Arab Emirates,1222566472.0
Hamed bin Zayed Al Nahyan,https://en.wikipedia.org/wiki/Hamed_bin_Zayed_Al_Nahyan,United Arab Emirates,1244999389.0
Khaled bin Mohamed Al Nahyan,https://en.wikipedia.org/wiki/Khaled_bin_Mohamed_Al_Nahyan,United Arab Emirates,1249535350.0
Mohammed bin Khalifa bin Zayed Al Nahyan,https://en.wikipedia.org/wiki/Mohammed_bin_Khalifa_bin_Zayed_Al_Nahyan,United Arab Emirates,1177986904.0
Mohamed bin Zayed Al Nahyan,https://en.wikipedia.org/wiki/Mohamed_bin_Zayed_Al_Nahyan,United Arab Emirates,1250912775.0
Saeed bin Zayed Al Nahyan,https://en.wikipedia.org/wiki/Saeed_bin_Zayed_Al_Nahyan,United Arab Emirates,1177986909.0
Saqr bin Zayed Al Nahyan,https://en.wikipedia.org/wiki/Saqr_bin_Zayed_Al_Nahyan,United Arab Emirates,1199874821.0
Shakhbut bin Sultan Al Nahyan,https://en.wikipedia.org/wiki/Shakhbut_bin_Sultan_Al_Nahyan,United Arab Emirates,1244331023.0
Mohammed Hussein Al Shaali,https://en.wikipedia.org/wiki/Mohammed_Hussein_Al_Shaali,United Arab Emirates,1224261260.0
Abdulaziz Nasser Al Shamsi,https://en.wikipedia.org/wiki/Abdulaziz_Nasser_Al_Shamsi,United Arab Emirates,1249127813.0
Ahmad Al Tayer,https://en.wikipedia.org/wiki/Ahmad_Al_Tayer,United Arab Emirates,1177332322.0
Vice President of the United Arab Emirates,https://en.wikipedia.org/wiki/Vice_President_of_the_United_Arab_Emirates,United Arab Emirates,1248662237.0
Felipe Hinestrosa Ikaka,https://en.wikipedia.org/wiki/Felipe_Hinestrosa_Ikaka,Equatorial Guinea,1243089428.0
Manuel Osa Nsue Nsua,https://en.wikipedia.org/wiki/Manuel_Osa_Nsue_Nsua,Equatorial Guinea,1251043345.0
Ahmed Mohammed Nasser,https://en.wikipedia.org/wiki/Ahmed_Mohammed_Nasser,Eritrea,1250125770.0
Ambaye Wolde Mariam,https://en.wikipedia.org/wiki/Ambaye_Wolde_Mariam,Eritrea,1210750106.0
Girma Asmerom,https://en.wikipedia.org/wiki/Girma_Asmerom,Eritrea,1245112869.0
Tedla Bairu,https://en.wikipedia.org/wiki/Tedla_Bairu,Eritrea,1192857899.0
Hamid Ferej,https://en.wikipedia.org/wiki/Hamid_Ferej,Eritrea,1191770131.0
Berhane Habtemariam,https://en.wikipedia.org/wiki/Berhane_Habtemariam,Eritrea,1222041277.0
Habtezion Hadgu,https://en.wikipedia.org/wiki/Habtezion_Hadgu,Eritrea,1250526937.0
Ibrahim Harun,https://en.wikipedia.org/wiki/Ibrahim_Harun,Eritrea,1131754356.0
Abraha Kassa,https://en.wikipedia.org/wiki/Abraha_Kassa,Eritrea,1234388675.0
Abdulkadir Kebire,https://en.wikipedia.org/wiki/Abdulkadir_Kebire,Eritrea,1239319423.0
Abraham Kidane,https://en.wikipedia.org/wiki/Abraham_Kidane,Eritrea,1145201600.0
Mohammed Saeed Nawed,https://en.wikipedia.org/wiki/Mohammed_Saeed_Nawed,Eritrea,1238224339.0
Ibrahim Omer,https://en.wikipedia.org/wiki/Ibrahim_Omer,Eritrea,1225914040.0
Ali Radai,https://en.wikipedia.org/wiki/Ali_Radai,Eritrea,1135756082.0
Romodan Mohammed Nur,https://en.wikipedia.org/wiki/Romodan_Mohammed_Nur,Eritrea,1238345049.0
Lehte Hainsalu,https://en.wikipedia.org/wiki/Lehte_Hainsalu,Estonia,1241897171.0
Carl Robert Jakobson,https://en.wikipedia.org/wiki/Carl_Robert_Jakobson,Estonia,1239944302.0
August Janson,https://en.wikipedia.org/wiki/August_Janson,Estonia,1242168347.0
Elmar Järvesoo,https://en.wikipedia.org/wiki/Elmar_Järvesoo,Estonia,1241971618.0
Harald Laksberg,https://en.wikipedia.org/wiki/Harald_Laksberg,Estonia,1241969141.0
Jüri Liim,https://en.wikipedia.org/wiki/Jüri_Liim,Estonia,1242177191.0
Andi Meister,https://en.wikipedia.org/wiki/Andi_Meister,Estonia,1219566686.0
Friedrich Niggol,https://en.wikipedia.org/wiki/Friedrich_Niggol,Estonia,1250774229.0
Andrei Prii,https://en.wikipedia.org/wiki/Andrei_Prii,Estonia,1241968483.0
Theodor Rõuk,https://en.wikipedia.org/wiki/Theodor_Rõuk,Estonia,1242178040.0
Toomas Sildmäe,https://en.wikipedia.org/wiki/Toomas_Sildmäe,Estonia,1183340383.0
Heino Sisask,https://en.wikipedia.org/wiki/Heino_Sisask,Estonia,1241969242.0
Ants Tamme,https://en.wikipedia.org/wiki/Ants_Tamme,Estonia,1241849026.0
Kirill Teiter,https://en.wikipedia.org/wiki/Kirill_Teiter,Estonia,1199847042.0
Georg Trašanov,https://en.wikipedia.org/wiki/Georg_Trašanov,Estonia,1248969934.0
Atnafu Abate,https://en.wikipedia.org/wiki/Atnafu_Abate,Ethiopia,1214761583.0
Abdirahman Eid Daahir,https://en.wikipedia.org/wiki/Abdirahman_Eid_Daahir,Ethiopia,1233387219.0
Mohamed Abdulghani,https://en.wikipedia.org/wiki/Mohamed_Abdulghani,Ethiopia,1131726162.0
Abraham Tekeste,https://en.wikipedia.org/wiki/Abraham_Tekeste,Ethiopia,1224366851.0
Agegnehu Teshager,https://en.wikipedia.org/wiki/Agegnehu_Teshager,Ethiopia,1242182622.0
Almayahu Haile,https://en.wikipedia.org/wiki/Almayahu_Haile,Ethiopia,1162392075.0
Getachew Assefa,https://en.wikipedia.org/wiki/Getachew_Assefa,Ethiopia,1238974408.0
Habtamu Ayalew Teshome,https://en.wikipedia.org/wiki/Habtamu_Ayalew_Teshome,Ethiopia,1246420960.0
Lake Ayalew,https://en.wikipedia.org/wiki/Lake_Ayalew,Ethiopia,1219878989.0
Saharla Abdulahi Bahdon,https://en.wikipedia.org/wiki/Saharla_Abdulahi_Bahdon,Ethiopia,1204248404.0
Juneidi Basha,https://en.wikipedia.org/wiki/Juneidi_Basha,Ethiopia,1234533615.0
Binalf Andualem,https://en.wikipedia.org/wiki/Binalf_Andualem,Ethiopia,1240260904.0
Mekdes Daba,https://en.wikipedia.org/wiki/Mekdes_Daba,Ethiopia,1212557754.0
Darge Sahle Selassie,https://en.wikipedia.org/wiki/Darge_Sahle_Selassie,Ethiopia,1242232622.0
Asrat Desta,https://en.wikipedia.org/wiki/Asrat_Desta,Ethiopia,1193968561.0
Ergoge Tesfaye,https://en.wikipedia.org/wiki/Ergoge_Tesfaye,Ethiopia,1237243972.0
Fitsum Assefa,https://en.wikipedia.org/wiki/Fitsum_Assefa,Ethiopia,1240230949.0
Demelash Gebremichael,https://en.wikipedia.org/wiki/Demelash_Gebremichael,Ethiopia,1219872816.0
Alimirah Hanfare,https://en.wikipedia.org/wiki/Alimirah_Hanfare,Ethiopia,1250176148.0
Ibrahim Harun,https://en.wikipedia.org/wiki/Ibrahim_Harun,Ethiopia,1131754356.0
Mawlid Hayir,https://en.wikipedia.org/wiki/Mawlid_Hayir,Ethiopia,1079991048.0
Adem Ibrahim,https://en.wikipedia.org/wiki/Adem_Ibrahim,Ethiopia,1015964623.0
Kemal Hashi Mohamoud,https://en.wikipedia.org/wiki/Kemal_Hashi_Mohamoud,Ethiopia,1197960601.0
Kitaw Ejigu,https://en.wikipedia.org/wiki/Kitaw_Ejigu,Ethiopia,1246978732.0
Lencho Letta,https://en.wikipedia.org/wiki/Lencho_Letta,Ethiopia,1234533713.0
Getahun Mekuria,https://en.wikipedia.org/wiki/Getahun_Mekuria,Ethiopia,1209709210.0
Melatework Hailu,https://en.wikipedia.org/wiki/Melatework_Hailu,Ethiopia,1206836042.0
Mogus Wolde Mikael,https://en.wikipedia.org/wiki/Mogus_Wolde_Mikael,Ethiopia,1193968324.0
Adem Mohammed,https://en.wikipedia.org/wiki/Adem_Mohammed,Ethiopia,1225860802.0
Jawar Mohammed,https://en.wikipedia.org/wiki/Jawar_Mohammed,Ethiopia,1251075301.0
Belete Molla,https://en.wikipedia.org/wiki/Belete_Molla,Ethiopia,1199380443.0
Mulu Solomon,https://en.wikipedia.org/wiki/Mulu_Solomon,Ethiopia,1188668236.0
Su'ad Ahmed Farah,https://en.wikipedia.org/wiki/Su'ad_Ahmed_Farah,Ethiopia,1145175185.0
Tadesse Birru,https://en.wikipedia.org/wiki/Tadesse_Birru,Ethiopia,1247092369.0
Frehiwot Tamiru,https://en.wikipedia.org/wiki/Frehiwot_Tamiru,Ethiopia,1246156753.0
Taye Atskeselassie,https://en.wikipedia.org/wiki/Taye_Atskeselassie,Ethiopia,1250104755.0
Habtamu Tegegne,https://en.wikipedia.org/wiki/Habtamu_Tegegne,Ethiopia,1209709278.0
Tekle Wolde Hawaryat,https://en.wikipedia.org/wiki/Tekle_Wolde_Hawaryat,Ethiopia,1243325381.0
Teklewold Atnafu,https://en.wikipedia.org/wiki/Teklewold_Atnafu,Ethiopia,1244410095.0
Temesgen Tiruneh,https://en.wikipedia.org/wiki/Temesgen_Tiruneh,Ethiopia,1236566558.0
Tsegaye Mamo,https://en.wikipedia.org/wiki/Tsegaye_Mamo,Ethiopia,1207573326.0
Andargachew Tsege,https://en.wikipedia.org/wiki/Andargachew_Tsege,Ethiopia,1192804898.0
Yilkal Kefale,https://en.wikipedia.org/wiki/Yilkal_Kefale,Ethiopia,1238897608.0
Sophia Yilma,https://en.wikipedia.org/wiki/Sophia_Yilma,Ethiopia,1240741842.0
Erik Berg (politician),https://en.wikipedia.org/wiki/Erik_Berg_(politician),Finland,1175482820.0
Arthur Brofeldt,https://en.wikipedia.org/wiki/Arthur_Brofeldt,Finland,1172784623.0
Anders Chydenius,https://en.wikipedia.org/wiki/Anders_Chydenius,Finland,1237345246.0
Selim Ekbom,https://en.wikipedia.org/wiki/Selim_Ekbom,Finland,1238920235.0
Simon Ekpa,https://en.wikipedia.org/wiki/Simon_Ekpa,Finland,1249750092.0
Erik Fleming (councilor),https://en.wikipedia.org/wiki/Erik_Fleming_(councilor),Finland,1171255115.0
Klaus Fleming,https://en.wikipedia.org/wiki/Klaus_Fleming,Finland,1242155197.0
Timo Furuholm,https://en.wikipedia.org/wiki/Timo_Furuholm,Finland,1244928673.0
Jakob Gadolin,https://en.wikipedia.org/wiki/Jakob_Gadolin,Finland,1194343032.0
Mikhail Fyodorovich Ganskau,https://en.wikipedia.org/wiki/Mikhail_Fyodorovich_Ganskau,Finland,1159662514.0
Carl Axel Gottlund,https://en.wikipedia.org/wiki/Carl_Axel_Gottlund,Finland,1241745255.0
Lars Gabriel von Haartman,https://en.wikipedia.org/wiki/Lars_Gabriel_von_Haartman,Finland,1227056319.0
Ilkka Hakalehto,https://en.wikipedia.org/wiki/Ilkka_Hakalehto,Finland,1106130121.0
Shawn Huff,https://en.wikipedia.org/wiki/Shawn_Huff,Finland,1248783720.0
Max Jakobson,https://en.wikipedia.org/wiki/Max_Jakobson,Finland,1164505452.0
Fritz Arthur Jusélius,https://en.wikipedia.org/wiki/Fritz_Arthur_Jusélius,Finland,1176811934.0
Aleksander von Kothen,https://en.wikipedia.org/wiki/Aleksander_von_Kothen,Finland,1221166897.0
Paul Kraatz,https://en.wikipedia.org/wiki/Paul_Kraatz,Finland,1244843931.0
Antti Kuosmanen,https://en.wikipedia.org/wiki/Antti_Kuosmanen,Finland,1245068759.0
Carl Fabian Langenskiöld,https://en.wikipedia.org/wiki/Carl_Fabian_Langenskiöld,Finland,1246601762.0
