name,url,country,lastrevid
Stanisław Gmitruk,https://en.wikipedia.org/wiki/Stanisław_Gmitruk,Poland,1211173705.0
Franciszek Ksawery Godebski,https://en.wikipedia.org/wiki/Franciszek_Ksawery_Godebski,Poland,1223761067.0
Tadeusz Górczyk,https://en.wikipedia.org/wiki/Tadeusz_Górczyk,Poland,1106137366.0
Wacław Grzybowski,https://en.wikipedia.org/wiki/Wacław_Grzybowski,Poland,1063982572.0
Andrzej Gwiazda,https://en.wikipedia.org/wiki/Andrzej_Gwiazda,Poland,1138768795.0
Stanisław Haller,https://en.wikipedia.org/wiki/Stanisław_Haller,Poland,1245975219.0
Joanna Hańderek,https://en.wikipedia.org/wiki/Joanna_Hańderek,Poland,1178474394.0
Ze'ev Herring,https://en.wikipedia.org/wiki/Ze'ev_Herring,Poland,1232098815.0
Emeryk August Hutten-Czapski,https://en.wikipedia.org/wiki/Emeryk_August_Hutten-Czapski,Poland,1246364394.0
Maksymilian Jackowski,https://en.wikipedia.org/wiki/Maksymilian_Jackowski,Poland,1217070573.0
Zdzisława Janowska,https://en.wikipedia.org/wiki/Zdzisława_Janowska,Poland,1226776591.0
Władysław Leopold Jaworski,https://en.wikipedia.org/wiki/Władysław_Leopold_Jaworski,Poland,1173071624.0
Kazimierz Karwowski,https://en.wikipedia.org/wiki/Kazimierz_Karwowski,Poland,1081490952.0
Anna Kędzierska,https://en.wikipedia.org/wiki/Anna_Kędzierska,Poland,1120222716.0
Jan Kilian (politician),https://en.wikipedia.org/wiki/Jan_Kilian_(politician),Poland,1172486409.0
Julian Klaczko,https://en.wikipedia.org/wiki/Julian_Klaczko,Poland,1193917777.0
Zenon Klemensiewicz,https://en.wikipedia.org/wiki/Zenon_Klemensiewicz,Poland,1242881006.0
Jan Klimek,https://en.wikipedia.org/wiki/Jan_Klimek,Poland,1150057800.0
Karol Kniaziewicz,https://en.wikipedia.org/wiki/Karol_Kniaziewicz,Poland,1231552107.0
Roman Knoll (politician),https://en.wikipedia.org/wiki/Roman_Knoll_(politician),Poland,1148272129.0
Janusz Komender,https://en.wikipedia.org/wiki/Janusz_Komender,Poland,1215847977.0
Tadeusz Kościuszko,https://en.wikipedia.org/wiki/Tadeusz_Kościuszko,Poland,1250542933.0
Antoni Kraszewski,https://en.wikipedia.org/wiki/Antoni_Kraszewski,Poland,1064004741.0
Jerzy Kulczycki,https://en.wikipedia.org/wiki/Jerzy_Kulczycki,Poland,1247591673.0
Eryk Kurnatowski,https://en.wikipedia.org/wiki/Eryk_Kurnatowski,Poland,1137544529.0
Jerzy Karol Kurnatowski,https://en.wikipedia.org/wiki/Jerzy_Karol_Kurnatowski,Poland,1224303564.0
Mikołaj Kurowski,https://en.wikipedia.org/wiki/Mikołaj_Kurowski,Poland,1242123135.0
Karol Kuryluk,https://en.wikipedia.org/wiki/Karol_Kuryluk,Poland,1200105875.0
Michał Łempicki,https://en.wikipedia.org/wiki/Michał_Łempicki,Poland,1247696632.0
Jerzy Jan Lerski,https://en.wikipedia.org/wiki/Jerzy_Jan_Lerski,Poland,1181090239.0
Tadeusz Lewandowski,https://en.wikipedia.org/wiki/Tadeusz_Lewandowski,Poland,1218715295.0
Isaac Lewin,https://en.wikipedia.org/wiki/Isaac_Lewin,Poland,1236772917.0
Karol Libelt,https://en.wikipedia.org/wiki/Karol_Libelt,Poland,1232447072.0
Henryk Lipszyc,https://en.wikipedia.org/wiki/Henryk_Lipszyc,Poland,1133210006.0
Jan Lityński,https://en.wikipedia.org/wiki/Jan_Lityński,Poland,1226780635.0
Stanisław Lorentz,https://en.wikipedia.org/wiki/Stanisław_Lorentz,Poland,1245738442.0
Tomasz Łubieński,https://en.wikipedia.org/wiki/Tomasz_Łubieński,Poland,1209796335.0
Michal Mackevič,https://en.wikipedia.org/wiki/Michal_Mackevič,Poland,1211495242.0
Jan Mączyński,https://en.wikipedia.org/wiki/Jan_Mączyński,Poland,1248850324.0
Marcin Maranda,https://en.wikipedia.org/wiki/Marcin_Maranda,Poland,1147803226.0
Atanazy Miączyński,https://en.wikipedia.org/wiki/Atanazy_Miączyński,Poland,1245229298.0
Mieczysław Mickiewicz,https://en.wikipedia.org/wiki/Mieczysław_Mickiewicz,Poland,1243053656.0
Miecław,https://en.wikipedia.org/wiki/Miecław,Poland,1189529166.0
Liliya Moshechkova,https://en.wikipedia.org/wiki/Liliya_Moshechkova,Poland,1245229052.0
Tadeusz Mostowski,https://en.wikipedia.org/wiki/Tadeusz_Mostowski,Poland,1240567544.0
Marian Moszoro,https://en.wikipedia.org/wiki/Marian_Moszoro,Poland,1191678421.0
Kazimierz Narutowicz,https://en.wikipedia.org/wiki/Kazimierz_Narutowicz,Poland,1238622294.0
Andrzej Niegolewski,https://en.wikipedia.org/wiki/Andrzej_Niegolewski,Poland,1250764155.0
Szymon Niemiec,https://en.wikipedia.org/wiki/Szymon_Niemiec,Poland,1247353227.0
Bonawentura Niemojowski,https://en.wikipedia.org/wiki/Bonawentura_Niemojowski,Poland,1246389291.0
Wincenty Niemojowski,https://en.wikipedia.org/wiki/Wincenty_Niemojowski,Poland,1227716829.0
Jerzy Nos,https://en.wikipedia.org/wiki/Jerzy_Nos,Poland,1217940743.0
Mieczysław Nowicki,https://en.wikipedia.org/wiki/Mieczysław_Nowicki,Poland,1190769165.0
Juliusz Nowina-Sokolnicki,https://en.wikipedia.org/wiki/Juliusz_Nowina-Sokolnicki,Poland,1236944297.0
Wacław Olszak,https://en.wikipedia.org/wiki/Wacław_Olszak,Poland,1154954188.0
Antoni Jan Ostrowski,https://en.wikipedia.org/wiki/Antoni_Jan_Ostrowski,Poland,1063975014.0
Henryk Ostrowski,https://en.wikipedia.org/wiki/Henryk_Ostrowski,Poland,1098283125.0
Rudolf Paszek,https://en.wikipedia.org/wiki/Rudolf_Paszek,Poland,1194017871.0
Grzegorz Piechowiak,https://en.wikipedia.org/wiki/Grzegorz_Piechowiak,Poland,1069129905.0
Kazimierz Pietkiewicz,https://en.wikipedia.org/wiki/Kazimierz_Pietkiewicz,Poland,1181733030.0
Leon Piniński,https://en.wikipedia.org/wiki/Leon_Piniński,Poland,1240044986.0
Edward Pomorski,https://en.wikipedia.org/wiki/Edward_Pomorski,Poland,1148991951.0
Dominik Potocki,https://en.wikipedia.org/wiki/Dominik_Potocki,Poland,1245668822.0
Ignacy Potocki,https://en.wikipedia.org/wiki/Ignacy_Potocki,Poland,1240698744.0
Gustaw Przeczek,https://en.wikipedia.org/wiki/Gustaw_Przeczek,Poland,1245986279.0
Karol Dominik Przezdziecki,https://en.wikipedia.org/wiki/Karol_Dominik_Przezdziecki,Poland,1226787011.0
Włodzimierz Ptasznik,https://en.wikipedia.org/wiki/Włodzimierz_Ptasznik,Poland,1068887021.0
Antoni Rajkiewicz,https://en.wikipedia.org/wiki/Antoni_Rajkiewicz,Poland,1245791138.0
Stanisław Rehman,https://en.wikipedia.org/wiki/Stanisław_Rehman,Poland,1192859692.0
Józef Retinger,https://en.wikipedia.org/wiki/Józef_Retinger,Poland,1226230716.0
Janusz Rewiński,https://en.wikipedia.org/wiki/Janusz_Rewiński,Poland,1228652351.0
Michał Józef Römer,https://en.wikipedia.org/wiki/Michał_Józef_Römer,Poland,1228850625.0
Tadeusz Romer,https://en.wikipedia.org/wiki/Tadeusz_Romer,Poland,1249165306.0
Adam Ronikier,https://en.wikipedia.org/wiki/Adam_Ronikier,Poland,1235389212.0
Jerzy Rutkowski,https://en.wikipedia.org/wiki/Jerzy_Rutkowski,Poland,1223944550.0
Józef Rymer,https://en.wikipedia.org/wiki/Józef_Rymer,Poland,1075462370.0
Lew Rywin,https://en.wikipedia.org/wiki/Lew_Rywin,Poland,1219057658.0
Władysław Hieronim Sanguszko,https://en.wikipedia.org/wiki/Władysław_Hieronim_Sanguszko,Poland,1120684292.0
Aleksander Antoni Sapieha,https://en.wikipedia.org/wiki/Aleksander_Antoni_Sapieha,Poland,1197150501.0
Filip Schleicher,https://en.wikipedia.org/wiki/Filip_Schleicher,Poland,1229803767.0
Mieczysław Serwiński,https://en.wikipedia.org/wiki/Mieczysław_Serwiński,Poland,1209785731.0
Miriam Shaded,https://en.wikipedia.org/wiki/Miriam_Shaded,Poland,1244978770.0
Sieciech,https://en.wikipedia.org/wiki/Sieciech,Poland,1197260541.0
Skarbimir,https://en.wikipedia.org/wiki/Skarbimir,Poland,1029938740.0
Stanisław Sławiński,https://en.wikipedia.org/wiki/Stanisław_Sławiński,Poland,1226789165.0
Krzysztof Smela,https://en.wikipedia.org/wiki/Krzysztof_Smela,Poland,996003859.0
Paweł Soloch,https://en.wikipedia.org/wiki/Paweł_Soloch,Poland,1183001607.0
Florian Stablewski,https://en.wikipedia.org/wiki/Florian_Stablewski,Poland,1145554330.0
Walenty Stefański,https://en.wikipedia.org/wiki/Walenty_Stefański,Poland,1242851826.0
Stanisław Stempowski,https://en.wikipedia.org/wiki/Stanisław_Stempowski,Poland,1243331370.0
Zbigniew Stonoga,https://en.wikipedia.org/wiki/Zbigniew_Stonoga,Poland,1246578638.0
Jan Suchorzewski,https://en.wikipedia.org/wiki/Jan_Suchorzewski,Poland,1145089938.0
Jerzy Swatoń,https://en.wikipedia.org/wiki/Jerzy_Swatoń,Poland,1234283402.0
Jakub Świnka,https://en.wikipedia.org/wiki/Jakub_Świnka,Poland,1236481637.0
Edward Szczepanik,https://en.wikipedia.org/wiki/Edward_Szczepanik,Poland,1247954033.0
Stanisław Szczepanowski,https://en.wikipedia.org/wiki/Stanisław_Szczepanowski,Poland,1192530157.0
Tadeusz Szelachowski,https://en.wikipedia.org/wiki/Tadeusz_Szelachowski,Poland,1207788848.0
Roman Szełemej,https://en.wikipedia.org/wiki/Roman_Szełemej,Poland,1229243879.0
Wilhelm Szewczyk,https://en.wikipedia.org/wiki/Wilhelm_Szewczyk,Poland,1250768947.0
Jerzy Szteliga,https://en.wikipedia.org/wiki/Jerzy_Szteliga,Poland,1188391904.0
Józef Szujski,https://en.wikipedia.org/wiki/Józef_Szujski,Poland,1232993738.0
Teodor Szybiłło,https://en.wikipedia.org/wiki/Teodor_Szybiłło,Poland,1080870167.0
Jakub Szydłowiecki,https://en.wikipedia.org/wiki/Jakub_Szydłowiecki,Poland,1235733324.0
Stanisław Tarnowski,https://en.wikipedia.org/wiki/Stanisław_Tarnowski,Poland,1194249571.0
Bolesław Tejkowski,https://en.wikipedia.org/wiki/Bolesław_Tejkowski,Poland,1188676854.0
Ozjasz Thon,https://en.wikipedia.org/wiki/Ozjasz_Thon,Poland,1184339558.0
Andrzej Tomaszewicz,https://en.wikipedia.org/wiki/Andrzej_Tomaszewicz,Poland,1225422670.0
Andrzej Towpik,https://en.wikipedia.org/wiki/Andrzej_Towpik,Poland,1106042651.0
Małgorzata Tracz,https://en.wikipedia.org/wiki/Małgorzata_Tracz,Poland,1245229174.0
Tadeusz Trzmiel,https://en.wikipedia.org/wiki/Tadeusz_Trzmiel,Poland,867840089.0
Kazimierz Tyszka,https://en.wikipedia.org/wiki/Kazimierz_Tyszka,Poland,1183807619.0
Michał Urbaniak (politician),https://en.wikipedia.org/wiki/Michał_Urbaniak_(politician),Poland,1228060240.0
Piotr Uszok,https://en.wikipedia.org/wiki/Piotr_Uszok,Poland,1214497427.0
Antin Vasynchuk,https://en.wikipedia.org/wiki/Antin_Vasynchuk,Poland,1178125529.0
Mieczysław Wachowski,https://en.wikipedia.org/wiki/Mieczysław_Wachowski,Poland,1181245069.0
Zbigniew Włosowicz,https://en.wikipedia.org/wiki/Zbigniew_Włosowicz,Poland,1249081262.0
Henryk Wujec,https://en.wikipedia.org/wiki/Henryk_Wujec,Poland,1227065768.0
Jan Wyrowiński,https://en.wikipedia.org/wiki/Jan_Wyrowiński,Poland,1172765883.0
Andrzej Artur Zamoyski,https://en.wikipedia.org/wiki/Andrzej_Artur_Zamoyski,Poland,1209723365.0
Ferdynand Zarzycki,https://en.wikipedia.org/wiki/Ferdynand_Zarzycki,Poland,1218849636.0
Alfons Zgrzebniok,https://en.wikipedia.org/wiki/Alfons_Zgrzebniok,Poland,1112949960.0
Józef Żmij,https://en.wikipedia.org/wiki/Józef_Żmij,Poland,1218919971.0
Marceli Żółtowski,https://en.wikipedia.org/wiki/Marceli_Żółtowski,Poland,1152623125.0
Fernando Alexandre (politician),https://en.wikipedia.org/wiki/Fernando_Alexandre_(politician),Portugal,1232236594.0
João Almeida (politician),https://en.wikipedia.org/wiki/João_Almeida_(politician),Portugal,1219074425.0
Álvaro Castello-Branco,https://en.wikipedia.org/wiki/Álvaro_Castello-Branco,Portugal,1218274868.0
António Alves Martins,https://en.wikipedia.org/wiki/António_Alves_Martins,Portugal,1168807397.0
David José Alves,https://en.wikipedia.org/wiki/David_José_Alves,Portugal,1226452943.0
Vítor Alves (soldier),https://en.wikipedia.org/wiki/Vítor_Alves_(soldier),Portugal,1235684279.0
Ana Paula Martins,https://en.wikipedia.org/wiki/Ana_Paula_Martins,Portugal,1243011550.0
Albino Aroso,https://en.wikipedia.org/wiki/Albino_Aroso,Portugal,965663617.0
Hermano José Braamcamp de Almeida Castelo Branco,https://en.wikipedia.org/wiki/Hermano_José_Braamcamp_de_Almeida_Castelo_Branco,Portugal,1211949113.0
André Bradford,https://en.wikipedia.org/wiki/André_Bradford,Portugal,1106835172.0
Luís de Almeida Braga,https://en.wikipedia.org/wiki/Luís_de_Almeida_Braga,Portugal,1145174894.0
Helena Carreiras,https://en.wikipedia.org/wiki/Helena_Carreiras,Portugal,1240227401.0
António Júlio de Castro Fernandes,https://en.wikipedia.org/wiki/António_Júlio_de_Castro_Fernandes,Portugal,1249378156.0
Luís Filipe Castro Mendes,https://en.wikipedia.org/wiki/Luís_Filipe_Castro_Mendes,Portugal,1201440268.0
"Manuel Antônio Ribeiro de Castro, Baron of Santa Rita","https://en.wikipedia.org/wiki/Manuel_Antônio_Ribeiro_de_Castro,_Baron_of_Santa_Rita",Portugal,1242284023.0
José Xavier de Cerveira e Sousa,https://en.wikipedia.org/wiki/José_Xavier_de_Cerveira_e_Sousa,Portugal,1138433614.0
José Correia da Serra,https://en.wikipedia.org/wiki/José_Correia_da_Serra,Portugal,1216599206.0
Ângelo Correia,https://en.wikipedia.org/wiki/Ângelo_Correia,Portugal,1215859741.0
António Maria de Sousa Horta e Costa,https://en.wikipedia.org/wiki/António_Maria_de_Sousa_Horta_e_Costa,Portugal,1161487385.0
António Borges Coutinho,https://en.wikipedia.org/wiki/António_Borges_Coutinho,Portugal,1097154160.0
Francisco Manuel Homem Cristo,https://en.wikipedia.org/wiki/Francisco_Manuel_Homem_Cristo,Portugal,1242707017.0
André Cusaco,https://en.wikipedia.org/wiki/André_Cusaco,Portugal,1226519341.0
José Cutileiro,https://en.wikipedia.org/wiki/José_Cutileiro,Portugal,1148346147.0
Joana Amaral Dias,https://en.wikipedia.org/wiki/Joana_Amaral_Dias,Portugal,1243626811.0
Diogo de Castro,https://en.wikipedia.org/wiki/Diogo_de_Castro,Portugal,1241073675.0
Teófilo Duarte,https://en.wikipedia.org/wiki/Teófilo_Duarte,Portugal,1247752897.0
António Osório Sarmento de Figueiredo Jr.,https://en.wikipedia.org/wiki/António_Osório_Sarmento_de_Figueiredo_Jr.,Portugal,1211949056.0
José Fontana (publisher),https://en.wikipedia.org/wiki/José_Fontana_(publisher),Portugal,1201186238.0
Manuel Frasquilho,https://en.wikipedia.org/wiki/Manuel_Frasquilho,Portugal,1143138636.0
Azedo Gneco,https://en.wikipedia.org/wiki/Azedo_Gneco,Portugal,1180316635.0
Luís Marques Guedes,https://en.wikipedia.org/wiki/Luís_Marques_Guedes,Portugal,1213930585.0
Miguel Guimarães,https://en.wikipedia.org/wiki/Miguel_Guimarães,Portugal,1215813778.0
José Maria de Sousa Horta e Costa,https://en.wikipedia.org/wiki/José_Maria_de_Sousa_Horta_e_Costa,Portugal,1242154729.0
Isaltino Morais,https://en.wikipedia.org/wiki/Isaltino_Morais,Portugal,1243622555.0
Isilda Gomes,https://en.wikipedia.org/wiki/Isilda_Gomes,Portugal,1235572294.0
"Jaime Álvares Pereira de Melo, 3rd Duke of Cadaval","https://en.wikipedia.org/wiki/Jaime_Álvares_Pereira_de_Melo,_3rd_Duke_of_Cadaval",Portugal,1236123523.0
Jorge Jardim,https://en.wikipedia.org/wiki/Jorge_Jardim,Portugal,1249374119.0
João Leão,https://en.wikipedia.org/wiki/João_Leão,Portugal,1249137694.0
Ricardo Baptista Leite,https://en.wikipedia.org/wiki/Ricardo_Baptista_Leite,Portugal,1241404614.0
António Lima,https://en.wikipedia.org/wiki/António_Lima,Portugal,1242659176.0
António Lino Neto,https://en.wikipedia.org/wiki/António_Lino_Neto,Portugal,1190613410.0
Paulo Lowndes Marques,https://en.wikipedia.org/wiki/Paulo_Lowndes_Marques,Portugal,1248037277.0
Bruno Maçães,https://en.wikipedia.org/wiki/Bruno_Maçães,Portugal,1251131402.0
Martim Pires Machado,https://en.wikipedia.org/wiki/Martim_Pires_Machado,Portugal,1229537850.0
Manuel Magno,https://en.wikipedia.org/wiki/Manuel_Magno,Portugal,1227271357.0
Maria do Rosário Palma Ramalho,https://en.wikipedia.org/wiki/Maria_do_Rosário_Palma_Ramalho,Portugal,1231260672.0
Manuel Martins Manso,https://en.wikipedia.org/wiki/Manuel_Martins_Manso,Portugal,1013841485.0
Guilherme d'Oliveira Martins,https://en.wikipedia.org/wiki/Guilherme_d'Oliveira_Martins,Portugal,1181160123.0
Manuel Monge (military figure),https://en.wikipedia.org/wiki/Manuel_Monge_(military_figure),Portugal,1017040116.0
Rui Moreira,https://en.wikipedia.org/wiki/Rui_Moreira,Portugal,1249176751.0
Francisco Pereira de Moura,https://en.wikipedia.org/wiki/Francisco_Pereira_de_Moura,Portugal,1206537807.0
Henrique Neto,https://en.wikipedia.org/wiki/Henrique_Neto,Portugal,1249374527.0
Eduardo Oliveira e Sousa,https://en.wikipedia.org/wiki/Eduardo_Oliveira_e_Sousa,Portugal,1226584293.0
João Oliveira (politician),https://en.wikipedia.org/wiki/João_Oliveira_(politician),Portugal,1241672669.0
José Pacheco (politician),https://en.wikipedia.org/wiki/José_Pacheco_(politician),Portugal,1243317851.0
Álvaro Bulhão Pato,https://en.wikipedia.org/wiki/Álvaro_Bulhão_Pato,Portugal,1163626833.0
Jaime Nogueira Pinto,https://en.wikipedia.org/wiki/Jaime_Nogueira_Pinto,Portugal,1216910186.0
Mário Lemos Pires,https://en.wikipedia.org/wiki/Mário_Lemos_Pires,Portugal,1238483760.0
Alexandre Martins Pamplona Ramos,https://en.wikipedia.org/wiki/Alexandre_Martins_Pamplona_Ramos,Portugal,1074816304.0
José Hipólito Raposo,https://en.wikipedia.org/wiki/José_Hipólito_Raposo,Portugal,1172374082.0
José Adriano Pequito Rebelo,https://en.wikipedia.org/wiki/José_Adriano_Pequito_Rebelo,Portugal,1231371592.0
Joaquim Heliodoro da Cunha Rivara,https://en.wikipedia.org/wiki/Joaquim_Heliodoro_da_Cunha_Rivara,Portugal,1233297849.0
Walter Rosa,https://en.wikipedia.org/wiki/Walter_Rosa,Portugal,1250504429.0
Rui Cristina,https://en.wikipedia.org/wiki/Rui_Cristina,Portugal,1225503141.0
João Ferreira Sardo,https://en.wikipedia.org/wiki/João_Ferreira_Sardo,Portugal,1249309628.0
Sérgio Humberto,https://en.wikipedia.org/wiki/Sérgio_Humberto,Portugal,1241673637.0
Manuel Sérgio,https://en.wikipedia.org/wiki/Manuel_Sérgio,Portugal,1241968420.0
"Francisco Xavier da Silva Pereira, 1st Count of Antas","https://en.wikipedia.org/wiki/Francisco_Xavier_da_Silva_Pereira,_1st_Count_of_Antas",Portugal,1230600835.0
Mouzinho da Silveira,https://en.wikipedia.org/wiki/Mouzinho_da_Silveira,Portugal,1205328972.0
"José Maria de Sousa Macedo Almeida e Vasconcelos, 1st Baron of Santa Comba Dão","https://en.wikipedia.org/wiki/José_Maria_de_Sousa_Macedo_Almeida_e_Vasconcelos,_1st_Baron_of_Santa_Comba_Dão",Portugal,1216419153.0
António Tânger Corrêa,https://en.wikipedia.org/wiki/António_Tânger_Corrêa,Portugal,1239216991.0
Marta Temido,https://en.wikipedia.org/wiki/Marta_Temido,Portugal,1243011196.0
Joaquim Vairinhos,https://en.wikipedia.org/wiki/Joaquim_Vairinhos,Portugal,1218102681.0
António Valverde Martins,https://en.wikipedia.org/wiki/António_Valverde_Martins,Portugal,1101185103.0
Vasco Becker-Weinberg,https://en.wikipedia.org/wiki/Vasco_Becker-Weinberg,Portugal,1229931064.0
Ahmed bin Muhammed Al Thani,https://en.wikipedia.org/wiki/Ahmed_bin_Muhammed_Al_Thani,Qatar,1215410563.0
Abdul Rahman bin Hamad Al Attiyah,https://en.wikipedia.org/wiki/Abdul_Rahman_bin_Hamad_Al_Attiyah,Qatar,1245069557.0
Abdul Aziz Bin Khalid Al-Ghanim,https://en.wikipedia.org/wiki/Abdul_Aziz_Bin_Khalid_Al-Ghanim,Qatar,1209227067.0
Ali al-Qaradaghi,https://en.wikipedia.org/wiki/Ali_al-Qaradaghi,Qatar,1242783852.0
Hamad bin Jabor Al Thani,https://en.wikipedia.org/wiki/Hamad_bin_Jabor_Al_Thani,Qatar,1242784405.0
Sergey Abisov,https://en.wikipedia.org/wiki/Sergey_Abisov,Russia,1236963594.0
Yury Afanasyev,https://en.wikipedia.org/wiki/Yury_Afanasyev,Russia,1174552950.0
Valeev Fales Ahatovich,https://en.wikipedia.org/wiki/Valeev_Fales_Ahatovich,Russia,1195648751.0
Pyotr Aksyonov,https://en.wikipedia.org/wiki/Pyotr_Aksyonov,Russia,1179750634.0
Aleksandr Aleksandrovich Bublikov,https://en.wikipedia.org/wiki/Aleksandr_Aleksandrovich_Bublikov,Russia,1242434469.0
Salau Aliyev,https://en.wikipedia.org/wiki/Salau_Aliyev,Russia,1211048885.0
Viktor Anpilov,https://en.wikipedia.org/wiki/Viktor_Anpilov,Russia,1248959632.0
Pavel Astakhov,https://en.wikipedia.org/wiki/Pavel_Astakhov,Russia,1221607645.0
Marat Baglai,https://en.wikipedia.org/wiki/Marat_Baglai,Russia,1232341984.0
Mikhail Barsukov,https://en.wikipedia.org/wiki/Mikhail_Barsukov,Russia,1243512827.0
Mikhail Batin,https://en.wikipedia.org/wiki/Mikhail_Batin,Russia,1235956570.0
Odes Baysultanov,https://en.wikipedia.org/wiki/Odes_Baysultanov,Russia,1227877985.0
Alexander Bekovich-Cherkassky,https://en.wikipedia.org/wiki/Alexander_Bekovich-Cherkassky,Russia,1249853665.0
Oleg Belozyorov,https://en.wikipedia.org/wiki/Oleg_Belozyorov,Russia,1250005895.0
Bogdan Belsky,https://en.wikipedia.org/wiki/Bogdan_Belsky,Russia,1235198980.0
Andrey Belyaninov,https://en.wikipedia.org/wiki/Andrey_Belyaninov,Russia,1248097063.0
Ivan Besedin,https://en.wikipedia.org/wiki/Ivan_Besedin,Russia,1248500850.0
Nikolay Bogachyov,https://en.wikipedia.org/wiki/Nikolay_Bogachyov,Russia,1248095984.0
Pavel Borodin,https://en.wikipedia.org/wiki/Pavel_Borodin,Russia,1241552144.0
Alexander Bortnikov,https://en.wikipedia.org/wiki/Alexander_Bortnikov,Russia,1249066944.0
Anton Budilovich,https://en.wikipedia.org/wiki/Anton_Budilovich,Russia,1241912442.0
Anatoly Bykov,https://en.wikipedia.org/wiki/Anatoly_Bykov,Russia,1247843536.0
Sergey Chebotaryov,https://en.wikipedia.org/wiki/Sergey_Chebotaryov,Russia,1248658201.0
Sergey Chemezov,https://en.wikipedia.org/wiki/Sergey_Chemezov,Russia,1249801811.0
Vladimir Chernukhin,https://en.wikipedia.org/wiki/Vladimir_Chernukhin,Russia,1227952245.0
Joaquim Crima,https://en.wikipedia.org/wiki/Joaquim_Crima,Russia,1242967408.0
Andrey Derevyankin,https://en.wikipedia.org/wiki/Andrey_Derevyankin,Russia,1225586422.0
Roman Dmitriyev,https://en.wikipedia.org/wiki/Roman_Dmitriyev,Russia,1224580022.0
Konstantin Dyulgerov,https://en.wikipedia.org/wiki/Konstantin_Dyulgerov,Russia,1248487195.0
Geydar Dzhemal,https://en.wikipedia.org/wiki/Geydar_Dzhemal,Russia,1230275006.0
Abdul-Kerim Edilov,https://en.wikipedia.org/wiki/Abdul-Kerim_Edilov,Russia,1218644829.0
Vladimir Efimov,https://en.wikipedia.org/wiki/Vladimir_Efimov,Russia,1249574679.0
Dmitry Filippov (politician),https://en.wikipedia.org/wiki/Dmitry_Filippov_(politician),Russia,1250124092.0
Boris Furmanov,https://en.wikipedia.org/wiki/Boris_Furmanov,Russia,1096031779.0
Vladislav Grib,https://en.wikipedia.org/wiki/Vladislav_Grib,Russia,1067568226.0
Dmitry Grigorenko,https://en.wikipedia.org/wiki/Dmitry_Grigorenko,Russia,1236253841.0
Alexander Grigoryev,https://en.wikipedia.org/wiki/Alexander_Grigoryev,Russia,1192660288.0
Alexander Gromov (politician),https://en.wikipedia.org/wiki/Alexander_Gromov_(politician),Russia,1147316913.0
Vladimir Gusinsky,https://en.wikipedia.org/wiki/Vladimir_Gusinsky,Russia,1250225867.0
Sergey Ignatyev (economist),https://en.wikipedia.org/wiki/Sergey_Ignatyev_(economist),Russia,1248950865.0
Nikita Isaev,https://en.wikipedia.org/wiki/Nikita_Isaev,Russia,1203186601.0
Grigory Isayev,https://en.wikipedia.org/wiki/Grigory_Isayev,Russia,1221634000.0
Leonid Ivashov,https://en.wikipedia.org/wiki/Leonid_Ivashov,Russia,1209855248.0
Gennady Kazmin,https://en.wikipedia.org/wiki/Gennady_Kazmin,Russia,1247505540.0
Ruslan Khasbulatov,https://en.wikipedia.org/wiki/Ruslan_Khasbulatov,Russia,1246697244.0
Vyacheslav Khizhnyakov,https://en.wikipedia.org/wiki/Vyacheslav_Khizhnyakov,Russia,1197254982.0
Andrei Klepach,https://en.wikipedia.org/wiki/Andrei_Klepach,Russia,1248592965.0
Konstantin Oberuchev,https://en.wikipedia.org/wiki/Konstantin_Oberuchev,Russia,1243416037.0
Daniil Konstantinov,https://en.wikipedia.org/wiki/Daniil_Konstantinov,Russia,1246620191.0
Gennady Konyakhin,https://en.wikipedia.org/wiki/Gennady_Konyakhin,Russia,1113703725.0
Valentin Korabelnikov,https://en.wikipedia.org/wiki/Valentin_Korabelnikov,Russia,1243587448.0
Andrey Korotkov,https://en.wikipedia.org/wiki/Andrey_Korotkov,Russia,1203823318.0
Konstantin Kosiakin,https://en.wikipedia.org/wiki/Konstantin_Kosiakin,Russia,1245618968.0
Konstantin Kostin (politician),https://en.wikipedia.org/wiki/Konstantin_Kostin_(politician),Russia,1224486565.0
Pshemakho Kotsev,https://en.wikipedia.org/wiki/Pshemakho_Kotsev,Russia,1250357451.0
Mikhail Kovalchuk,https://en.wikipedia.org/wiki/Mikhail_Kovalchuk,Russia,1175060112.0
Sergey Kravtsov (politician),https://en.wikipedia.org/wiki/Sergey_Kravtsov_(politician),Russia,1225897389.0
Maxim Ksenzov,https://en.wikipedia.org/wiki/Maxim_Ksenzov,Russia,1234663795.0
Sergei Kukharenko,https://en.wikipedia.org/wiki/Sergei_Kukharenko,Russia,981865833.0
German Kuznetsov,https://en.wikipedia.org/wiki/German_Kuznetsov,Russia,1243509658.0
Mikhail Sergeevich Kuznetsov,https://en.wikipedia.org/wiki/Mikhail_Sergeevich_Kuznetsov,Russia,1230685711.0
Vladimir Kvachkov,https://en.wikipedia.org/wiki/Vladimir_Kvachkov,Russia,1232950617.0
Gennady Lebedev,https://en.wikipedia.org/wiki/Gennady_Lebedev,Russia,1158618021.0
Igor Levitin,https://en.wikipedia.org/wiki/Igor_Levitin,Russia,1243504922.0
Alexey Limanzo,https://en.wikipedia.org/wiki/Alexey_Limanzo,Russia,1232122152.0
